source_city,source_country,dest_city,dest_country
Norwich,United Kingdom,Edinburgh,United Kingdom
Norwich,United Kingdom,Manchester,United Kingdom
Southampton,United Kingdom,Belfast,United Kingdom
Southampton,United Kingdom,Edinburgh,United Kingdom
Southampton,United Kingdom,Glasgow,United Kingdom
Southampton,United Kingdom,Manchester,United Kingdom
Southampton,United Kingdom,Newcastle,United Kingdom
London,United Kingdom,Dundee,United Kingdom
Stuttgart,Germany,Birmingham,United Kingdom
Stornoway,United Kingdom,Benbecula,United Kingdom
Stornoway,United Kingdom,Edinburgh,United Kingdom
Stornoway,United Kingdom,Glasgow,United Kingdom
Stornoway,United Kingdom,Inverness,United Kingdom
Tiree,United Kingdom,Glasgow,United Kingdom
Wick,United Kingdom,Edinburgh,United Kingdom
Rome,Italy,Frankfurt,Germany
Frankfurt,Germany,Rome,Italy
Aberdeen,United Kingdom,Bristol,United Kingdom
Aberdeen,United Kingdom,Manchester,United Kingdom
Aberdeen,United Kingdom,Norwich,United Kingdom
Bristol,United Kingdom,Aberdeen,United Kingdom
Bristol,United Kingdom,Frankfurt,Germany
Bristol,United Kingdom,Hamburg,Germany
Bristol,United Kingdom,Munich,Germany
Bristol,United Kingdom,Milano,Italy
Frankfurt,Germany,Bristol,United Kingdom
Hamburg,Germany,Bristol,United Kingdom
Manchester,United Kingdom,Aberdeen,United Kingdom
Munich,Germany,Bristol,United Kingdom
Milano,Italy,Bristol,United Kingdom
Norwich,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Milan,Italy
Milan,Italy,London,United Kingdom
Bari,Italy,Catania,Italy
Bari,Italy,Palermo,Italy
Catania,Italy,Bari,Italy
Catania,Italy,Rome,Italy
Rome,Italy,Catania,Italy
Rome,Italy,Milano,Italy
Rome,Italy,Palermo,Italy
Rome,Italy,Reggio Calabria,Italy
Rome,Italy,Torino,Italy
Milan,Italy,Reggio Calabria,Italy
Milano,Italy,Rome,Italy
Palermo,Italy,Bari,Italy
Palermo,Italy,Rome,Italy
Reggio Calabria,Italy,Rome,Italy
Reggio Calabria,Italy,Milan,Italy
Torino,Italy,Rome,Italy
Munich,Germany,Frankfurt,Germany
Bratislava,Slovakia,Prague,Czech Republic
Kosice,Slovakia,Bratislava,Slovakia
Budapest,Hungary,London,United Kingdom
Catania,Italy,London,United Kingdom
Rome,Italy,London,United Kingdom
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Catania,Italy
London,United Kingdom,Rome,Italy
Belfast,United Kingdom,London,United Kingdom
Belfast,United Kingdom,London,United Kingdom
London,United Kingdom,Belfast,United Kingdom
London,United Kingdom,Belfast,United Kingdom
Bari,Italy,Munich,Germany
Florence,Italy,Munich,Germany
Frankfurt,Germany,Milan,Italy
Frankfurt,Germany,Villafranca,Italy
Milan,Italy,Frankfurt,Germany
Munich,Germany,Bari,Italy
Munich,Germany,Florence,Italy
Munich,Germany,Venice,Italy
Munich,Germany,Villafranca,Italy
Venice,Italy,Munich,Germany
Villafranca,Italy,Frankfurt,Germany
Villafranca,Italy,Munich,Germany
Budapest,Hungary,Frankfurt,Germany
Duesseldorf,Germany,Frankfurt,Germany
Rome,Italy,Milano,Italy
Frankfurt,Germany,Budapest,Hungary
Frankfurt,Germany,Duesseldorf,Germany
Frankfurt,Germany,Geneva,Switzerland
Frankfurt,Germany,Munich,Germany
Frankfurt,Germany,Milano,Italy
Frankfurt,Germany,Prague,Czech Republic
Frankfurt,Germany,Berlin,Germany
Frankfurt,Germany,Vienna,Austria
Frankfurt,Germany,Warsaw,Poland
Frankfurt,Germany,Zurich,Switzerland
Geneva,Switzerland,Frankfurt,Germany
Munich,Germany,Frankfurt,Germany
Milano,Italy,Rome,Italy
Milano,Italy,Frankfurt,Germany
Prague,Czech Republic,Frankfurt,Germany
Berlin,Germany,Frankfurt,Germany
Vienna,Austria,Frankfurt,Germany
Warsaw,Poland,Frankfurt,Germany
Zurich,Switzerland,Frankfurt,Germany
Budapest,Hungary,Rome,Italy
Rome,Italy,Budapest,Hungary
Rome,Italy,Zurich,Switzerland
Zurich,Switzerland,Rome,Italy
Bolzano,Italy,Rome,Italy
Catania,Italy,Lampedusa,Italy
Rome,Italy,Bolzano,Italy
Rome,Italy,Geneva,Switzerland
Florence,Italy,Geneva,Switzerland
Florence,Italy,Zurich,Switzerland
Geneva,Switzerland,Rome,Italy
Geneva,Switzerland,Florence,Italy
Geneva,Switzerland,Lugano,Switzerland
Geneva,Switzerland,Stuttgart,Germany
Geneva,Switzerland,Zurich,Switzerland
Leipzig,Germany,Zurich,Switzerland
Lampedusa,Italy,Catania,Italy
Lampedusa,Italy,Palermo,Italy
Lugano,Switzerland,Geneva,Switzerland
Palermo,Italy,Lampedusa,Italy
Palermo,Italy,Pantelleria,Italy
Pantelleria,Italy,Palermo,Italy
Pantelleria,Italy,Trapani,Italy
Stuttgart,Germany,Geneva,Switzerland
Trapani,Italy,Pantelleria,Italy
Torino,Italy,Zurich,Switzerland
Zurich,Switzerland,Florence,Italy
Zurich,Switzerland,Geneva,Switzerland
Zurich,Switzerland,Leipzig,Germany
Zurich,Switzerland,Torino,Italy
Alghero,Italy,Ancona,Italy
Alghero,Italy,Bergamo,Italy
Alghero,Italy,Bologna,Italy
Alghero,Italy,Bratislava,Slovakia
Alghero,Italy,Rome,Italy
Alghero,Italy,Cuneo,Italy
Alghero,Italy,Dortmund,Germany
Alghero,Italy,Memmingen,Germany
Alghero,Italy,Hahn,Germany
Alghero,Italy,London,United Kingdom
Alghero,Italy,Weeze,Germany
Alghero,Italy,Parma,Italy
Alghero,Italy,Pisa,Italy
Alghero,Italy,London,United Kingdom
Alghero,Italy,Ronchi De Legionari,Italy
Alghero,Italy,Treviso,Italy
Ancona,Italy,Alghero,Italy
Ancona,Italy,Weeze,Germany
Ancona,Italy,London,United Kingdom
Ancona,Italy,Trapani,Italy
Brindisi,Italy,Bergamo,Italy
Brindisi,Italy,Bologna,Italy
Brindisi,Italy,Rome,Italy
Brindisi,Italy,Pisa,Italy
Brindisi,Italy,London,United Kingdom
Brindisi,Italy,Torino,Italy
Brindisi,Italy,Treviso,Italy
Bergamo,Italy,Alghero,Italy
Bergamo,Italy,Brindisi,Italy
Bergamo,Italy,Bremen,Germany
Bergamo,Italy,Bari,Italy
Bergamo,Italy,Bristol,United Kingdom
Bergamo,Italy,Bratislava,Slovakia
Bergamo,Italy,Budapest,Hungary
Bergamo,Italy,Cagliari,Italy
Bergamo,Italy,Catania,Italy
Bergamo,Italy,East Midlands,United Kingdom
Bergamo,Italy,Hahn,Germany
Bergamo,Italy,Krakow,Poland
Bergamo,Italy,Leeds,United Kingdom
Bergamo,Italy,Luebeck,Germany
Bergamo,Italy,Manchester,United Kingdom
Bergamo,Italy,Weeze,Germany
Bergamo,Italy,Palermo,Italy
Bergamo,Italy,Pescara,Italy
Bergamo,Italy,London,United Kingdom
Bergamo,Italy,Lamezia,Italy
Bergamo,Italy,Berlin,Germany
Bergamo,Italy,Trapani,Italy
Bergamo,Italy,Warsaw,Poland
Bergamo,Italy,Wroclaw,Poland
Birmingham,United Kingdom,Bratislava,Slovakia
Birmingham,United Kingdom,Bydgoszcz,Poland
Birmingham,United Kingdom,Gdansk,Poland
Birmingham,United Kingdom,Krakow,Poland
Birmingham,United Kingdom,Katowice,Poland
Birmingham,United Kingdom,Londonderry,United Kingdom
Bologna,Italy,Alghero,Italy
Bologna,Italy,Brindisi,Italy
Bologna,Italy,Bari,Italy
Bologna,Italy,Bristol,United Kingdom
Bologna,Italy,Catania,Italy
Bologna,Italy,Edinburgh,United Kingdom
Bologna,Italy,Krakow,Poland
Bologna,Italy,Manchester,United Kingdom
Bologna,Italy,Weeze,Germany
Bologna,Italy,Palermo,Italy
Bologna,Italy,London,United Kingdom
Bologna,Italy,Lamezia,Italy
Bologna,Italy,Trapani,Italy
Bologna,Italy,Warsaw,Poland
Bologna,Italy,Wroclaw,Poland
Bournemouth,United Kingdom,Pisa,Italy
Bremen,Germany,Bergamo,Italy
Bremen,Germany,Edinburgh,United Kingdom
Bremen,Germany,Manchester,United Kingdom
Bremen,Germany,London,United Kingdom
Bremen,Germany,Treviso,Italy
Bari,Italy,Bergamo,Italy
Bari,Italy,Bologna,Italy
Bari,Italy,Cagliari,Italy
Bari,Italy,Rome,Italy
Bari,Italy,Karlsruhe/Baden-Baden,Germany
Bari,Italy,Genoa,Italy
Bari,Italy,Hahn,Germany
Bari,Italy,Weeze,Germany
Bari,Italy,Pisa,Italy
Bari,Italy,London,United Kingdom
Bari,Italy,Torino,Italy
Bari,Italy,Ronchi De Legionari,Italy
Bari,Italy,Treviso,Italy
Brno,Czech Republic,London,United Kingdom
Bristol,United Kingdom,Bergamo,Italy
Bristol,United Kingdom,Bologna,Italy
Bristol,United Kingdom,Budapest,Hungary
Bristol,United Kingdom,Gdansk,Poland
Bristol,United Kingdom,Poznan,Poland
Bristol,United Kingdom,Rzeszow,Poland
Bristol,United Kingdom,Treviso,Italy
Bristol,United Kingdom,Warsaw,Poland
Bristol,United Kingdom,Wroclaw,Poland
Basel,Switzerland,London,United Kingdom
Bratislava,Slovakia,Alghero,Italy
Bratislava,Slovakia,Bergamo,Italy
Bratislava,Slovakia,Birmingham,United Kingdom
Bratislava,Slovakia,Rome,Italy
Bratislava,Slovakia,Edinburgh,United Kingdom
Bratislava,Slovakia,Liverpool,United Kingdom
Bratislava,Slovakia,London,United Kingdom
Bratislava,Slovakia,London,United Kingdom
Bratislava,Slovakia,Trapani,Italy
Budapest,Hungary,Bergamo,Italy
Budapest,Hungary,Bristol,United Kingdom
Budapest,Hungary,Rome,Italy
Budapest,Hungary,Manchester,United Kingdom
Budapest,Hungary,Pisa,Italy
Budapest,Hungary,London,United Kingdom
Budapest,Hungary,Treviso,Italy
Bydgoszcz,Poland,Birmingham,United Kingdom
Bydgoszcz,Poland,London,United Kingdom
Cagliari,Italy,Bergamo,Italy
Cagliari,Italy,Bari,Italy
Cagliari,Italy,Rome,Italy
Cagliari,Italy,Cuneo,Italy
Cagliari,Italy,Karlsruhe/Baden-Baden,Germany
Cagliari,Italy,Genoa,Italy
Cagliari,Italy,Hahn,Germany
Cagliari,Italy,Krakow,Poland
Cagliari,Italy,Weeze,Germany
Cagliari,Italy,Perugia,Italy
Cagliari,Italy,Parma,Italy
Cagliari,Italy,Pisa,Italy
Cagliari,Italy,Pescara,Italy
Cagliari,Italy,Trapani,Italy
Cagliari,Italy,Treviso,Italy
Rome,Italy,Alghero,Italy
Rome,Italy,Brindisi,Italy
Rome,Italy,Bari,Italy
Rome,Italy,Bratislava,Slovakia
Rome,Italy,Budapest,Hungary
Rome,Italy,Cagliari,Italy
Rome,Italy,Comiso,Italy
Rome,Italy,Edinburgh,United Kingdom
Rome,Italy,East Midlands,United Kingdom
Rome,Italy,Karlsruhe/Baden-Baden,Germany
Rome,Italy,Memmingen,Germany
Rome,Italy,Hahn,Germany
Rome,Italy,Krakow,Poland
Rome,Italy,Manchester,United Kingdom
Rome,Italy,Weeze,Germany
Rome,Italy,Prestwick,United Kingdom
Rome,Italy,Poznan,Poland
Rome,Italy,London,United Kingdom
Rome,Italy,Trapani,Italy
Rome,Italy,Warsaw,Poland
Rome,Italy,Wroclaw,Poland
Comiso,Italy,Rome,Italy
Comiso,Italy,Hahn,Germany
Comiso,Italy,Pisa,Italy
Comiso,Italy,London,United Kingdom
Catania,Italy,Bergamo,Italy
Catania,Italy,Bologna,Italy
Catania,Italy,Rome,Italy
Catania,Italy,Torino,Italy
Catania,Italy,Treviso,Italy
Cuneo,Italy,Alghero,Italy
Cuneo,Italy,Cagliari,Italy
Cuneo,Italy,Trapani,Italy
Dortmund,Germany,Alghero,Italy
Dortmund,Germany,Krakow,Poland
Dortmund,Germany,London,United Kingdom
Edinburgh,United Kingdom,Bologna,Italy
Edinburgh,United Kingdom,Bremen,Germany
Edinburgh,United Kingdom,Bratislava,Slovakia
Edinburgh,United Kingdom,Rome,Italy
Edinburgh,United Kingdom,Gdansk,Poland
Edinburgh,United Kingdom,Hahn,Germany
Edinburgh,United Kingdom,Krakow,Poland
Edinburgh,United Kingdom,Weeze,Germany
Edinburgh,United Kingdom,Poznan,Poland
Edinburgh,United Kingdom,Pisa,Italy
East Midlands,United Kingdom,Bergamo,Italy
East Midlands,United Kingdom,Rome,Italy
East Midlands,United Kingdom,Krakow,Poland
East Midlands,United Kingdom,Pisa,Italy
East Midlands,United Kingdom,Rzeszow,Poland
East Midlands,United Kingdom,Berlin,Germany
East Midlands,United Kingdom,Treviso,Italy
East Midlands,United Kingdom,Warsaw,Poland
East Midlands,United Kingdom,Wroclaw,Poland
Rome,Italy,Catania,Italy
Rome,Italy,Palermo,Italy
Rome,Italy,Lamezia,Italy
Karlsruhe/Baden-Baden,Germany,Bari,Italy
Karlsruhe/Baden-Baden,Germany,Cagliari,Italy
Karlsruhe/Baden-Baden,Germany,Rome,Italy
Karlsruhe/Baden-Baden,Germany,London,United Kingdom
Karlsruhe/Baden-Baden,Germany,Trapani,Italy
Memmingen,Germany,Alghero,Italy
Memmingen,Germany,Rome,Italy
Memmingen,Germany,London,United Kingdom
Memmingen,Germany,Trapani,Italy
Gdansk,Poland,Birmingham,United Kingdom
Gdansk,Poland,Bristol,United Kingdom
Gdansk,Poland,Edinburgh,United Kingdom
Gdansk,Poland,Leeds,United Kingdom
Gdansk,Poland,Manchester,United Kingdom
Gdansk,Poland,Pisa,Italy
Gdansk,Poland,London,United Kingdom
Gdansk,Poland,Warsaw,Poland
Genoa,Italy,Bari,Italy
Genoa,Italy,Cagliari,Italy
Genoa,Italy,London,United Kingdom
Genoa,Italy,Trapani,Italy
Hahn,Germany,Alghero,Italy
Hahn,Germany,Bergamo,Italy
Hahn,Germany,Bari,Italy
Hahn,Germany,Cagliari,Italy
Hahn,Germany,Rome,Italy
Hahn,Germany,Comiso,Italy
Hahn,Germany,Edinburgh,United Kingdom
Hahn,Germany,Pisa,Italy
Hahn,Germany,Pescara,Italy
Hahn,Germany,London,United Kingdom
Hahn,Germany,Lamezia,Italy
Hahn,Germany,Trapani,Italy
Hahn,Germany,Treviso,Italy
Krakow,Poland,Bergamo,Italy
Krakow,Poland,Birmingham,United Kingdom
Krakow,Poland,Bologna,Italy
Krakow,Poland,Cagliari,Italy
Krakow,Poland,Rome,Italy
Krakow,Poland,Dortmund,Germany
Krakow,Poland,Edinburgh,United Kingdom
Krakow,Poland,East Midlands,United Kingdom
Krakow,Poland,Leeds,United Kingdom
Krakow,Poland,Liverpool,United Kingdom
Krakow,Poland,Manchester,United Kingdom
Krakow,Poland,Pisa,Italy
Krakow,Poland,London,United Kingdom
Krakow,Poland,Trapani,Italy
Katowice,Poland,Birmingham,United Kingdom
Katowice,Poland,London,United Kingdom
Leeds,United Kingdom,Bergamo,Italy
Leeds,United Kingdom,Gdansk,Poland
Leeds,United Kingdom,Krakow,Poland
Leeds,United Kingdom,Pisa,Italy
Leeds,United Kingdom,Treviso,Italy
Luebeck,Germany,Bergamo,Italy
Luebeck,Germany,Pisa,Italy
Londonderry,United Kingdom,Birmingham,United Kingdom
Londonderry,United Kingdom,Liverpool,United Kingdom
Londonderry,United Kingdom,Prestwick,United Kingdom
Londonderry,United Kingdom,London,United Kingdom
Leipzig,Germany,London,United Kingdom
Linz,Austria,London,United Kingdom
Liverpool,United Kingdom,Bratislava,Slovakia
Liverpool,United Kingdom,Krakow,Poland
Liverpool,United Kingdom,Londonderry,United Kingdom
Liverpool,United Kingdom,Poznan,Poland
Liverpool,United Kingdom,Pisa,Italy
Liverpool,United Kingdom,Szczecin,Poland
Liverpool,United Kingdom,Warsaw,Poland
Liverpool,United Kingdom,Wroclaw,Poland
London,United Kingdom,Alghero,Italy
London,United Kingdom,Bratislava,Slovakia
London,United Kingdom,Rzeszow,Poland
Lublin,Poland,London,United Kingdom
Manchester,United Kingdom,Bergamo,Italy
Manchester,United Kingdom,Bologna,Italy
Manchester,United Kingdom,Bremen,Germany
Manchester,United Kingdom,Budapest,Hungary
Manchester,United Kingdom,Rome,Italy
Manchester,United Kingdom,Gdansk,Poland
Manchester,United Kingdom,Krakow,Poland
Manchester,United Kingdom,Rzeszow,Poland
Manchester,United Kingdom,Trapani,Italy
Manchester,United Kingdom,Warsaw,Poland
Weeze,Germany,Alghero,Italy
Weeze,Germany,Ancona,Italy
Weeze,Germany,Bergamo,Italy
Weeze,Germany,Bologna,Italy
Weeze,Germany,Bari,Italy
Weeze,Germany,Cagliari,Italy
Weeze,Germany,Rome,Italy
Weeze,Germany,Edinburgh,United Kingdom
Weeze,Germany,Palermo,Italy
Weeze,Germany,Pisa,Italy
Weeze,Germany,Pescara,Italy
Weeze,Germany,London,United Kingdom
Weeze,Germany,Lamezia,Italy
Weeze,Germany,Treviso,Italy
Nuernberg,Germany,London,United Kingdom
Ostrava,Czech Republic,London,United Kingdom
Perugia,Italy,Cagliari,Italy
Perugia,Italy,London,United Kingdom
Perugia,Italy,Trapani,Italy
Prestwick,United Kingdom,Rome,Italy
Prestwick,United Kingdom,Londonderry,United Kingdom
Prestwick,United Kingdom,Warsaw,Poland
Prestwick,United Kingdom,Wroclaw,Poland
Parma,Italy,Alghero,Italy
Parma,Italy,Cagliari,Italy
Parma,Italy,London,United Kingdom
Parma,Italy,Trapani,Italy
Palermo,Italy,Bergamo,Italy
Palermo,Italy,Bologna,Italy
Palermo,Italy,Rome,Italy
Palermo,Italy,Weeze,Germany
Palermo,Italy,Pisa,Italy
Palermo,Italy,London,United Kingdom
Palermo,Italy,Treviso,Italy
Poznan,Poland,Bristol,United Kingdom
Poznan,Poland,Rome,Italy
Poznan,Poland,Edinburgh,United Kingdom
Poznan,Poland,Liverpool,United Kingdom
Poznan,Poland,London,United Kingdom
Prague,Czech Republic,London,United Kingdom
Pisa,Italy,Alghero,Italy
Pisa,Italy,Brindisi,Italy
Pisa,Italy,Bournemouth,United Kingdom
Pisa,Italy,Bari,Italy
Pisa,Italy,Budapest,Hungary
Pisa,Italy,Cagliari,Italy
Pisa,Italy,Comiso,Italy
Pisa,Italy,Edinburgh,United Kingdom
Pisa,Italy,East Midlands,United Kingdom
Pisa,Italy,Gdansk,Poland
Pisa,Italy,Hahn,Germany
Pisa,Italy,Krakow,Poland
Pisa,Italy,Leeds,United Kingdom
Pisa,Italy,Luebeck,Germany
Pisa,Italy,Liverpool,United Kingdom
Pisa,Italy,Weeze,Germany
Pisa,Italy,Palermo,Italy
Pisa,Italy,London,United Kingdom
Pisa,Italy,Lamezia,Italy
Pisa,Italy,Trapani,Italy
Pisa,Italy,Warsaw,Poland
Pescara,Italy,Bergamo,Italy
Pescara,Italy,Cagliari,Italy
Pescara,Italy,Hahn,Germany
Pescara,Italy,Weeze,Germany
Pescara,Italy,London,United Kingdom
Rzeszow,Poland,Bristol,United Kingdom
Rzeszow,Poland,East Midlands,United Kingdom
Rzeszow,Poland,London,United Kingdom
Rzeszow,Poland,Manchester,United Kingdom
Rzeszow,Poland,London,United Kingdom
London,United Kingdom,Alghero,Italy
London,United Kingdom,Ancona,Italy
London,United Kingdom,Brindisi,Italy
London,United Kingdom,Bergamo,Italy
London,United Kingdom,Bologna,Italy
London,United Kingdom,Bremen,Germany
London,United Kingdom,Bari,Italy
London,United Kingdom,Brno,Czech Republic
London,United Kingdom,Basel,Switzerland
London,United Kingdom,Bratislava,Slovakia
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Bydgoszcz,Poland
London,United Kingdom,Rome,Italy
London,United Kingdom,Comiso,Italy
London,United Kingdom,Dortmund,Germany
London,United Kingdom,Karlsruhe/Baden-Baden,Germany
London,United Kingdom,Memmingen,Germany
London,United Kingdom,Gdansk,Poland
London,United Kingdom,Genoa,Italy
London,United Kingdom,Hahn,Germany
London,United Kingdom,Krakow,Poland
London,United Kingdom,Katowice,Poland
London,United Kingdom,Londonderry,United Kingdom
London,United Kingdom,Leipzig,Germany
London,United Kingdom,Linz,Austria
London,United Kingdom,Lublin,Poland
London,United Kingdom,Weeze,Germany
London,United Kingdom,Nuernberg,Germany
London,United Kingdom,Ostrava,Czech Republic
London,United Kingdom,Perugia,Italy
London,United Kingdom,Parma,Italy
London,United Kingdom,Palermo,Italy
London,United Kingdom,Poznan,Poland
London,United Kingdom,Prague,Czech Republic
London,United Kingdom,Pisa,Italy
London,United Kingdom,Pescara,Italy
London,United Kingdom,Rzeszow,Poland
London,United Kingdom,Lamezia,Italy
London,United Kingdom,Berlin,Germany
London,United Kingdom,Salzburg,Austria
London,United Kingdom,Szczecin,Poland
London,United Kingdom,Torino,Italy
London,United Kingdom,Ronchi De Legionari,Italy
London,United Kingdom,Treviso,Italy
London,United Kingdom,Warsaw,Poland
London,United Kingdom,Wroclaw,Poland
Lamezia,Italy,Bergamo,Italy
Lamezia,Italy,Bologna,Italy
Lamezia,Italy,Rome,Italy
Lamezia,Italy,Hahn,Germany
Lamezia,Italy,Weeze,Germany
Lamezia,Italy,Pisa,Italy
Lamezia,Italy,London,United Kingdom
Lamezia,Italy,Treviso,Italy
Berlin,Germany,Bergamo,Italy
Berlin,Germany,East Midlands,United Kingdom
Berlin,Germany,London,United Kingdom
Salzburg,Austria,London,United Kingdom
Szczecin,Poland,Liverpool,United Kingdom
Szczecin,Poland,London,United Kingdom
Trapani,Italy,Ancona,Italy
Trapani,Italy,Bergamo,Italy
Trapani,Italy,Bologna,Italy
Trapani,Italy,Bratislava,Slovakia
Trapani,Italy,Cagliari,Italy
Trapani,Italy,Rome,Italy
Trapani,Italy,Cuneo,Italy
Trapani,Italy,Karlsruhe/Baden-Baden,Germany
Trapani,Italy,Memmingen,Germany
Trapani,Italy,Genoa,Italy
Trapani,Italy,Hahn,Germany
Trapani,Italy,Krakow,Poland
Trapani,Italy,Manchester,United Kingdom
Trapani,Italy,Perugia,Italy
Trapani,Italy,Parma,Italy
Trapani,Italy,Pisa,Italy
Trapani,Italy,Torino,Italy
Trapani,Italy,Ronchi De Legionari,Italy
Trapani,Italy,Treviso,Italy
Trapani,Italy,Warsaw,Poland
Torino,Italy,Brindisi,Italy
Torino,Italy,Bari,Italy
Torino,Italy,Catania,Italy
Torino,Italy,London,United Kingdom
Torino,Italy,Trapani,Italy
Ronchi De Legionari,Italy,Alghero,Italy
Ronchi De Legionari,Italy,Bari,Italy
Ronchi De Legionari,Italy,London,United Kingdom
Ronchi De Legionari,Italy,Trapani,Italy
Treviso,Italy,Alghero,Italy
Treviso,Italy,Brindisi,Italy
Treviso,Italy,Bremen,Germany
Treviso,Italy,Bari,Italy
Treviso,Italy,Bristol,United Kingdom
Treviso,Italy,Budapest,Hungary
Treviso,Italy,Cagliari,Italy
Treviso,Italy,Catania,Italy
Treviso,Italy,East Midlands,United Kingdom
Treviso,Italy,Hahn,Germany
Treviso,Italy,Leeds,United Kingdom
Treviso,Italy,Weeze,Germany
Treviso,Italy,Palermo,Italy
Treviso,Italy,London,United Kingdom
Treviso,Italy,Lamezia,Italy
Treviso,Italy,Trapani,Italy
Warsaw,Poland,Bergamo,Italy
Warsaw,Poland,Bologna,Italy
Warsaw,Poland,Bristol,United Kingdom
Warsaw,Poland,Rome,Italy
Warsaw,Poland,East Midlands,United Kingdom
Warsaw,Poland,Gdansk,Poland
Warsaw,Poland,Liverpool,United Kingdom
Warsaw,Poland,Manchester,United Kingdom
Warsaw,Poland,Prestwick,United Kingdom
Warsaw,Poland,Pisa,Italy
Warsaw,Poland,London,United Kingdom
Warsaw,Poland,Trapani,Italy
Warsaw,Poland,Wroclaw,Poland
Wroclaw,Poland,Bergamo,Italy
Wroclaw,Poland,Bologna,Italy
Wroclaw,Poland,Bristol,United Kingdom
Wroclaw,Poland,Rome,Italy
Wroclaw,Poland,East Midlands,United Kingdom
Wroclaw,Poland,Liverpool,United Kingdom
Wroclaw,Poland,Prestwick,United Kingdom
Wroclaw,Poland,London,United Kingdom
Wroclaw,Poland,Warsaw,Poland
Rome,Italy,Vienna,Austria
Florence,Italy,Vienna,Austria
Frankfurt,Germany,Vienna,Austria
Munich,Germany,Vienna,Austria
Milano,Italy,Vienna,Austria
Olbia,Italy,Vienna,Austria
Salzburg,Austria,Vienna,Austria
Vienna,Austria,Rome,Italy
Vienna,Austria,Florence,Italy
Vienna,Austria,Frankfurt,Germany
Vienna,Austria,Munich,Germany
Vienna,Austria,Milano,Italy
Vienna,Austria,Olbia,Italy
Vienna,Austria,Salzburg,Austria
Vienna,Austria,Zurich,Switzerland
Zurich,Switzerland,Vienna,Austria
Cologne,Germany,Berlin,Germany
Duesseldorf,Germany,Berlin,Germany
Karlsruhe/Baden-Baden,Germany,Berlin,Germany
Frankfurt,Germany,Berlin,Germany
Munich,Germany,Berlin,Germany
Nuernberg,Germany,Berlin,Germany
Saarbruecken,Germany,Berlin,Germany
Stuttgart,Germany,Berlin,Germany
Berlin,Germany,Cologne,Germany
Berlin,Germany,Duesseldorf,Germany
Berlin,Germany,Karlsruhe/Baden-Baden,Germany
Berlin,Germany,Frankfurt,Germany
Berlin,Germany,Munich,Germany
Berlin,Germany,Nuernberg,Germany
Berlin,Germany,Saarbruecken,Germany
Berlin,Germany,Stuttgart,Germany
Berlin,Germany,Vienna,Austria
Berlin,Germany,Zurich,Switzerland
Vienna,Austria,Berlin,Germany
Zurich,Switzerland,Berlin,Germany
Palermo,Italy,Catania,Italy
Lamezia,Italy,Catania,Italy
Milan,Italy,Naples,Italy
Naples,Italy,Milan,Italy
Aberdeen,United Kingdom,London,United Kingdom
Belfast,United Kingdom,London,United Kingdom
Bari,Italy,Florence,Italy
Budapest,Hungary,London,United Kingdom
Cagliari,Italy,Florence,Italy
Catania,Italy,Rome,Italy
Catania,Italy,Florence,Italy
Edinburgh,United Kingdom,London,United Kingdom
Rome,Italy,Catania,Italy
Rome,Italy,Prague,Czech Republic
Florence,Italy,Bari,Italy
Florence,Italy,Cagliari,Italy
Florence,Italy,Catania,Italy
Florence,Italy,London,United Kingdom
Florence,Italy,Palermo,Italy
Florence,Italy,Berlin,Germany
Glasgow,United Kingdom,London,United Kingdom
Leeds,United Kingdom,London,United Kingdom
London,United Kingdom,Florence,Italy
London,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Belfast,United Kingdom
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Glasgow,United Kingdom
London,United Kingdom,Leeds,United Kingdom
London,United Kingdom,Manchester,United Kingdom
London,United Kingdom,Newcastle,United Kingdom
London,United Kingdom,Warsaw,Poland
Manchester,United Kingdom,London,United Kingdom
Newcastle,United Kingdom,London,United Kingdom
Palermo,Italy,Florence,Italy
Prague,Czech Republic,Rome,Italy
Berlin,Germany,Florence,Italy
Warsaw,Poland,London,United Kingdom
Brindisi,Italy,Munich,Germany
Brindisi,Italy,Zurich,Switzerland
Bologna,Italy,Cagliari,Italy
Bologna,Italy,Catania,Italy
Bologna,Italy,Olbia,Italy
Bari,Italy,Berlin,Germany
Basel,Switzerland,Catania,Italy
Cagliari,Italy,Bologna,Italy
Cagliari,Italy,Duesseldorf,Germany
Cagliari,Italy,Munich,Germany
Cagliari,Italy,Naples,Italy
Cagliari,Italy,Torino,Italy
Cagliari,Italy,Villafranca,Italy
Cologne,Germany,Olbia,Italy
Catania,Italy,Bologna,Italy
Catania,Italy,Basel,Switzerland
Catania,Italy,Duesseldorf,Germany
Catania,Italy,Rome,Italy
Catania,Italy,Frankfurt,Germany
Catania,Italy,Milan,Italy
Catania,Italy,Munich,Germany
Catania,Italy,Naples,Italy
Catania,Italy,Stuttgart,Germany
Catania,Italy,Torino,Italy
Catania,Italy,Berlin,Germany
Catania,Italy,Villafranca,Italy
Catania,Italy,Zurich,Switzerland
Duesseldorf,Germany,Cagliari,Italy
Duesseldorf,Germany,Catania,Italy
